,Site Name,Upper Age (IntCal20),Lower Age (IntCal20),Stratigraphy (CARD),Context (CARD),Unit Name (Neotoma),Original Age Type,Latitude,Longitude,Citation 1,Citation 2,Citation 3,Citation 4,Citation 5,Citation 6,Citation 7,Citation 8,Citation 9,Citation 10,Citation 11,Citation 12,Citation 13,Data Source
828,DjPm-102,468,288,Level 9,"Level 9, 90 cm depth",NA,Radiocarbon years BP,49.6,-114.1,"Beaudoin, 1991","Harington, 2003: 457",Faunmap 3960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
829,DjPm-11,2741,2561,Level 19,"Level 19, 164-183 cm depth",NA,Radiocarbon years BP,49.566667,-114.016667,"Beaudoin, 1991","Van Dyke, et al. 1991",Faunmap 3948,"Harington, 2003: 438",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
830,DjPm-11,904,684,Level 6,"Level 6, 67 cm depth",NA,Radiocarbon years BP,49.566667,-114.016667,"Beaudoin, 1991","Harington, 2003: 450","Van Dyke, et al. 1991",Faunmap 3948,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
831,DjPm-114,1929,1629,NA,40 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 443","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
832,DjPm-114,1514,1334,Level 2,"Level 2, 22 cm depth",NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 445","Beaudoin, 1988, 1991",Faunmap 3961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
833,DjPm-114,501,321,NA,10-30 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 457","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
834,DjPm-115,632,452,NA,110 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 454","Beaudoin, 1988, 1998","Loveseth and Dau, 1991",Faunmap 3962,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
835,DjPm-115,400,220,NA,45 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 457","Beaudoin, 1988, 1998","Loveseth and Dau, 1991",Faunmap 3962,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
836,DjPm-122,900,530,NA,NA,Level 5,Calendar years BP,49.6,-114.033333,"Landals, A. 1989. 1988 Oldman River Dam Prehistoric Archaeology Mitigation Program, Kill Sites Component, ASA Permit 88-38, Final Report, on file Archaeological Survey of Alberta. Edmonton, Alberta, Canada.","Beaudoin, A.B. 1991. Alberta radiocarbon dates 1988-1989. Pages 239-253 in M. Magne, editor. Archaeology in Alberta 1988 and 1989. Archaeological Survey of Alberta Occasional Paper 33. Alberta Culture and Multiculturalism Historical Resources Division, Edmonton, Alberta, Canada.","Harington, C.R., editor. 2003. Annotated Bibliography of Quaternary vertebrates of northern North America: with radiocarbon dates. University of Toronto Press in collaboration with the Canadian Museum of Nature, Toronto, Ontario, Canada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
837,DjPm-122,747,567,Level 5,"Level 5, 50 cm depth",NA,Radiocarbon years BP,49.6,-114.033333,"Beaudoin, 1991","Harington, 2003: 452",Faunmap 3964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
838,DjPm-198,2188,2008,Level 7,"Level 7, 60-70 cm depth",NA,Radiocarbon years BP,49.6,-114.016667,"Harington, 2003: 441","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3966,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
839,DjPm-198,1896,1696,NA,50-80 cm depth,NA,Radiocarbon years BP,49.6,-114.016667,"Harington, 2003: 442","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3966,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
840,DjPm-222,293,93,Level 2,"Level 2, 10-20 cm depth",NA,Radiocarbon years BP,49.583333,-114,"Harington, 2003: 458","Beaudoin, 1988, 1991, 1998","Landals, 1990",Faunmap 3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
841,DjPm-227,7703,7483,Level 6,"Level 6, 30 cm depth",NA,Radiocarbon years BP,49.36,-114.01,"Beaudoin, 1991","Harington, 2003: 431",Faunmap 3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
842,DjPm-227,814,594,Level 13,"Level 13, 130 cm depth",NA,Radiocarbon years BP,49.36,-114.01,"Beaudoin, 1991","Harington, 2003: 452",Faunmap 3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
843,DjPm-227,772,592,Level 5,"Level 5, 50 cm depth",NA,Radiocarbon years BP,49.36,-114.01,"Beaudoin, 1991","Harington, 2003: 452",Faunmap 3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
844,DjPm-227,742,462,Level 3,"Level 3, 185 cm depth",NA,Radiocarbon years BP,49.36,-114.01,"Beaudoin, 1991","Harington, 2003: 453",Faunmap 3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
845,DjPm-227,469,309,Level 1,"Level 1, 40 cm depth",NA,Radiocarbon years BP,49.36,-114.01,"Beaudoin, 1991","Harington, 2003: 456",Faunmap 3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
846,DjPm-228,2675,2495,Level 4,"Level 4, 30-40 cm depth",NA,Radiocarbon years BP,49.583333,-114,"Beaudoin, 1991","Van Dyke, et al. 1991","Harington, 2003: 439",Faunmap 3939,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
847,DjPm-228,2653,2453,Level 2,"Level 2, 10-20 cm depth",NA,Radiocarbon years BP,49.583333,-114,"Beaudoin, 1991","Van Dyke, et al. 1991","Harington, 2003: 439",Faunmap 3939,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
848,DjPm-24,2028,1848,NA,"Level 3, 104 cm depth",NA,Radiocarbon years BP,49.616667,-114.066667,"Harington, 2003: 441","Beaudoin, 1998","Landals, 1991b",Faunmap 3950,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
849,DjPm-24,1862,1662,NA,"Level 3, 110 cm depth",NA,Radiocarbon years BP,49.616667,-114.066667,"Beaudoin, 1998","Harington, 2003: 442","Landals, 1991b",Faunmap 3950,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
850,DjPm-41,3354,3134,NA,110 cm depth,NA,Radiocarbon years BP,49.566667,-114.016667,"Harington, 2003: 437","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
851,DjPm-41,1572,1392,Level 11,"Level 11, 119 cm depth",NA,Radiocarbon years BP,49.566667,-114.016667,"Harington, 2003: 444","Beaudoin, 1988, 1991",Faunmap 3951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
852,DjPm-41,960,760,NA,110 cm depth,NA,Radiocarbon years BP,49.566667,-114.016667,"Harington, 2003: 450","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
853,DjPm-44,4029,3609,Level 1,"Level 1, 0-15 cm depth",NA,Radiocarbon years BP,49.583333,-114.016667,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3952,"Harington, 2003: 436",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
854,DjPm-44,3468,3268,NA,"stratified campsite, 120-130 cm depth",NA,Radiocarbon years BP,49.583333,-114.016667,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3952,"Harington, 2003: 436",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
855,DjPm-44,3394,3214,NA,"stratified campsite, 110-130 cm depth",NA,Radiocarbon years BP,49.583333,-114.016667,"Harington, 2003: 437","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
856,DjPm-44,3024,2784,Level 6,"Level 6, 50-60 cm depth",NA,Radiocarbon years BP,49.583333,-114.016667,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 438",Faunmap 3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
857,DjPm-44,2949,2669,Level 4,"Level 4, 30-40 cm depth",NA,Radiocarbon years BP,49.583333,-114.016667,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 438",Faunmap 3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
858,DjPm-44,1896,1696,Level 9,"Level 9, 80-90 cm depth",NA,Radiocarbon years BP,49.583333,-114.016667,"Harington, 2003: 442","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
859,DjPm-44,1814,1634,Level 7,"Level 7, 60-70 cm depth (Beaudoin); immediately beneath a surface ring in associated with a Besant point (Van Dyke, et al.)",NA,Radiocarbon years BP,49.583333,-114.016667,"Harington, 2003: 443","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
860,DjPm-44,228,48,NA,"stratified campsite, large diameter surface ring, 15 cm depth",NA,Radiocarbon years BP,49.583333,-114.016667,"Harington, 2003: 458","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
861,DjPm-66,8837,8597,NA,140 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Van Dyke, et al. 1991","Harington, 2003: 430","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
862,DjPm-66,4106,3666,Level 3,"Level 3, 23-26 cm depth",NA,Radiocarbon years BP,49.6,-114.05,"Van Dyke, et al. 1991","Harington, 2003: 435","Beaudoin, 1988, 1991",Faunmap 3953,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
863,DjPm-79,1669,1489,NA,200 cm depth,NA,Radiocarbon years BP,49.6,-114.116667,"Harington, 2003: 443","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
864,DjPm-79,933,753,Level 4,"Level 4, 30-40 cm depth",NA,Radiocarbon years BP,49.6,-114.116667,"Harington, 2003: 450","Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
865,DjPm-80,471,151,Level 4,"Level 4, 30-40 cm depth",NA,Radiocarbon years BP,49.6,-114.1,"Beaudoin, 1991, 1998","Dau, 1991a","Krozser, 1991","Landals, 1991a",Faunmap 3955,NA,NA,NA,NA,NA,NA,NA,NA,CARD
866,DjPm-80,242,102,Level 2,"Level 2, 20 cm depth",NA,Radiocarbon years BP,49.6,-114.1,"Harington, 2003: 458","Beaudoin, 1991, 1998","Dau, 1991a","Krozser, 1991","Landals, 1991a",Faunmap 3955,NA,NA,NA,NA,NA,NA,NA,CARD
867,DjPm-84,1319,999,Level 5,"Level 5, 40-50 cm depth",NA,Radiocarbon years BP,49.616667,-114.116667,"Beaudoin, 1991","Van Dyke, et al. 1991",Faunmap 3956,"Harington, 2003: 447",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
868,DjPm-84,1311,1071,Level 3,"Level 3, 20-30 cm depth",NA,Radiocarbon years BP,49.616667,-114.116667,"Beaudoin, 1991","Van Dyke, et al. 1991",Faunmap 3956,"Harington, 2003: 447",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
869,DjPm-84,855,555,Level 4,"Level 4, 30-40 cm depth",NA,Radiocarbon years BP,49.616667,-114.116667,"Beaudoin, 1991","Harington, 2003: 452","Van Dyke, et al. 1991",Faunmap 3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
870,DjPm-84,805,625,Level 2,"Level 2, 10-20 cm depth",NA,Radiocarbon years BP,49.616667,-114.116667,"Beaudoin, 1991","Van Dyke, et al. 1991",Faunmap 3956,"Harington, 2003: 451",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
871,DjPm-84,631,471,Level 2,"Level 2, 10-20 cm depth",NA,Radiocarbon years BP,49.616667,-114.116667,"Beaudoin, 1991","Harington, 2003: 454","Van Dyke, et al. 1991",Faunmap 3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
872,DjPm-88,3999,3819,Level 7,"Level 7, 63 cm depth",NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 435","Beaudoin, 1988, 1991",Faunmap 3957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
873,DjPm-88,2952,2752,NA,110 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 438","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
874,DjPm-88,1863,1683,Level 8,"Level 8, 83 cm depth",NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 442","Beaudoin, 1988, 1991",Faunmap 3957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
875,DjPm-88,1753,1553,NA,40 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 443","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
876,DjPm-88,1533,1353,NA,70 cm depth,NA,Radiocarbon years BP,49.6,-114.05,"Harington, 2003: 445","Beaudoin, 1988, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
877,DjPm-98,2688,2468,Level 7,"Level 7, 60-70 cm depth",NA,Radiocarbon years BP,49.6,-114.116667,"Beaudoin, 1991","Van Dyke, et al. 1991","Harington, 2003: 439",Faunmap 3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
878,DjPm-98,2663,2483,Level 7,"Level 7, 60-70 cm depth",NA,Radiocarbon years BP,49.6,-114.116667,"Beaudoin, 1991","Van Dyke, et al. 1991","Harington, 2003: 439",Faunmap 3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
879,DjPm-98,1199,1019,Level 3,"Level 3, 20-30 cm depth",NA,Radiocarbon years BP,49.6,-114.116667,"Beaudoin, 1991","Van Dyke, et al. 1991","Harington, 2003: 448",Faunmap 3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
880,DjPn-9,3519,3259,Component 1,"winter camp, composite sample, from widely separated units, occupation level 1, Mapleleaf subphase",NA,Radiocarbon years BP,49.583333,-114.25,"Brumley and Rushworth, 1983","Driver, 1978, 1985","Quigg and Reeves, 1975",Faunmap 3969,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
881,DjPn-9,1251,1031,Component 2,"winter camp, composite sample drawn from separate units in occupation level 2, Burmis subphase",NA,Radiocarbon years BP,49.583333,-114.25,"Brumley and Rushworth, 1983","Driver, 1978, 1985","Quigg and Reeves, 1975",Faunmap 3969,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
882,DjPn-9,54,53,Component 3,"winter camp, articulated vertebral segment in occupation level 3, Crowsnest Lake subphase",NA,Radiocarbon years BP,49.583333,-114.25,"Brumley and Rushworth, 1983","Harington, 2003: 455","Driver, 1978, 1985","Quigg and Reeves, 1975",Faunmap 3969,NA,NA,NA,NA,NA,NA,NA,NA,CARD
883,DjPo-155,1896,1676,Component 1,"occupation 1, an oval pit containing fired rock, a Samantha side-notched point, and a reworked corner-notched point, 40 cm depth",NA,Radiocarbon years BP,49.609722,-114.425,"Beaudoin, 1998","Driver, 1985","Kennedy, 1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
884,DjPo-40,1430,1270,NA,"component 1, associated with a variety of re-worked projectile points along with Besant points that are not re-worked",NA,Radiocarbon years BP,49.583333,-114.416667,"Beaudoin, 1998","Driver, 1985","Kennedy, 1984",Faunmap 3973,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
885,DjPo-46,3012,2772,Component 76-1,"winter camp, component 76-1",NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Driver, 1978, 1985","Lifeways of Canada Ltd., 1976, 1977","Graspointner, et al. 1978",Faunmap 3974,NA,NA,NA,NA,NA,NA,NA,NA,CARD
886,DjPo-46,2767,2527,Component 76-2,"winter camp, component 76-2",NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Driver, 1978, 1985","Lifeways of Canada Ltd., 1976, 1977","Graspointner, et al. 1978",Faunmap 3974,NA,NA,NA,NA,NA,NA,NA,NA,CARD
887,DjPo-81,9208,8808,Component 1,"component 1, same level as the Agate Basin points found by collectors, Ptolemy subphase",NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Harington, 2003: 430","Driver, 1976, 1978","Reeves, 1975",Faunmap 3976,NA,NA,NA,NA,NA,NA,NA,NA,CARD
888,DjPo-81,7720,7400,Component 2,within Mazama tephra,NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Harington, 2003: 431","Driver, 1976, 1978","Reeves, 1975",Faunmap 3976,NA,NA,NA,NA,NA,NA,NA,NA,CARD
889,DjPo-81,7374,7014,Component 2,found during salvage operations,NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Harington, 2003: 432","Driver, 1976, 1978","Reeves, 1975",Faunmap 3976,NA,NA,NA,NA,NA,NA,NA,NA,CARD
890,DjPo-81,7360,7040,Component 2,in situ with butchered bison bone and a retouched flake,NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Driver, 1976, 1978","Reeves, 1975",Faunmap 3976,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
891,DjPo-9,9199,8819,Component 79-2,"component 79-2, interpreted as a bison kill site",NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Driver, 1978","Lifeways of Canada Ltd., 1976, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
892,DjPo-9,5617,5357,Component 79-2,"component 79-2, south area, composite sample, base of Unit 10, interpreted as a bison kill site",NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Driver, 1978","Lifeways of Canada Ltd., 1976, 1977",Faunmap 3971,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
893,DjPo-9,3545,3285,Component 79-1,"component 79-1, interpreted as a bison kill site",NA,Radiocarbon years BP,49.583333,-114.416667,"Brumley and Rushworth, 1983","Driver, 1978","Lifeways of Canada Ltd., 1976, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
894,DjPp-15,2686,2426,NA,bison kill,NA,Radiocarbon years BP,49.583333,-114.583333,"Brumley and Rushworth, 1983","Harington, 2003: 462","Driver, 1978, 1985","Reeves, 1974b",Faunmap 3979,NA,NA,NA,NA,NA,NA,NA,NA,CARD
895,DjPp-5,2427,2187,NA,"base of the Ah soil horizon with scattered butchered bison bones, fired rock, and artifacts",NA,Radiocarbon years BP,49.583333,-114.583333,"Brumley and Rushworth, 1983","Driver, 1985","Reeves, 1974b",Faunmap 4060,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
896,DjPp-8,4010,3710,Level D,"summer camp, Level D",NA,Radiocarbon years BP,49.633333,-114.614167,"Harington, 2003: 436","Reeves, 1974a, 1974b","Driver, 1978, 1985, 1993",Faunmap 3978,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
897,DjPp-8,2810,2570,Level D,"summer camp, Level D",NA,Radiocarbon years BP,49.633333,-114.614167,"Harington, 2003: 462","Reeves, 1974a, 1974b","Driver, 1978, 1985, 1993",Faunmap 3978,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
898,DjPp-8,2662,2402,Level C,"summer camp, Level C",NA,Radiocarbon years BP,49.633333,-114.614167,"Harington, 2003: 440","Reeves, 1974a, 1974b","Driver, 1978, 1985, 1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
899,DjPp-8,1942,169,NA,NA,Levels A-B,Radiocarbon years BP,49.633333,-114.614167,"Reeves, B.O.K. 1974. Crowsnest Pass archaeological project, 1972 salvage excavations and survey paper no. 1, preliminary report. Mercury Series Archaeology Paper, Archaeological Survey of Canada, Ottawa, Ontario, Canada.","Reeves, B.O.K. 1974. Crowsnest Pass archaeological project, 1973 salvage excavations and survey paper no. 2, preliminary report. Mercury Series Archaeology Paper, Archaeological Survey of Canada, Ottawa, Ontario, Canada.","Driver, J.C. 1978. Holocene man and the environments in the Crowsnest Pass, Alberta. Doctoral dissertation. University of Calgary, Calgary, Alberta, Canada.","Driver, J.C. 1985. Prehistoric hunting strategies in the Crowsnest Pass, Alberta. Canadian Journal of Archaeology 9(2):109-129.","Driver, J.C. 1993. Early to late prehistoric lithic and faunal assemblages, site DjPp-8, Alberta. Canadian Journal of Archaeology 17:43-58.",NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
900,DjPq-1,7500,6600,NA,NA,Component 2,Calendar years BP,49.583333,-114.75,"Kennedy, M., T. Smith, and B.O.K. Reeves. 1982. Final report, conservation excavations, DjPq 1 - an 8000 year record of human occupation in the Crowsnest Pass, B.C.. Heritage Conservation Branch, Victoria, British Columbia, Canada.","Brumley, J.H., and C.A. Rushworth. 1983. A summary and appraisal of Alberta radiocarbon dates. Pages 142-160 in D. Burley, editor. Archaeology in Alberta 1982. Archaeological Survey of Alberta Occasional Paper 21. Alberta Culture and Multiculturalism Historical Resources Division, Edmonton, Alberta, Canada.","Driver, J.C. 1985. Prehistoric hunting strategies in the Crowsnest Pass, Alberta. Canadian Journal of Archaeology 9(2):109-129.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
901,DjPq-1,5760,5390,NA,NA,Component 3,Calendar years BP,49.583333,-114.75,"Kennedy, M., T. Smith, and B.O.K. Reeves. 1982. Final report, conservation excavations, DjPq 1 - an 8000 year record of human occupation in the Crowsnest Pass, B.C.. Heritage Conservation Branch, Victoria, British Columbia, Canada.","Brumley, J.H., and C.A. Rushworth. 1983. A summary and appraisal of Alberta radiocarbon dates. Pages 142-160 in D. Burley, editor. Archaeology in Alberta 1982. Archaeological Survey of Alberta Occasional Paper 21. Alberta Culture and Multiculturalism Historical Resources Division, Edmonton, Alberta, Canada.","Driver, J.C. 1985. Prehistoric hunting strategies in the Crowsnest Pass, Alberta. Canadian Journal of Archaeology 9(2):109-129.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
902,DjPq-1,3695,3325,NA,NA,Component 4,Calendar years BP,49.583333,-114.75,"Kennedy, M., T. Smith, and B.O.K. Reeves. 1982. Final report, conservation excavations, DjPq 1 - an 8000 year record of human occupation in the Crowsnest Pass, B.C.. Heritage Conservation Branch, Victoria, British Columbia, Canada.","Brumley, J.H., and C.A. Rushworth. 1983. A summary and appraisal of Alberta radiocarbon dates. Pages 142-160 in D. Burley, editor. Archaeology in Alberta 1982. Archaeological Survey of Alberta Occasional Paper 21. Alberta Culture and Multiculturalism Historical Resources Division, Edmonton, Alberta, Canada.","Driver, J.C. 1985. Prehistoric hunting strategies in the Crowsnest Pass, Alberta. Canadian Journal of Archaeology 9(2):109-129.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
903,DjPq-1,2540,2270,NA,NA,Component 5,Calendar years BP,49.583333,-114.75,"Kennedy, M., T. Smith, and B.O.K. Reeves. 1982. Final report, conservation excavations, DjPq 1 - an 8000 year record of human occupation in the Crowsnest Pass, B.C.. Heritage Conservation Branch, Victoria, British Columbia, Canada.","Brumley, J.H., and C.A. Rushworth. 1983. A summary and appraisal of Alberta radiocarbon dates. Pages 142-160 in D. Burley, editor. Archaeology in Alberta 1982. Archaeological Survey of Alberta Occasional Paper 21. Alberta Culture and Multiculturalism Historical Resources Division, Edmonton, Alberta, Canada.","Driver, J.C. 1985. Prehistoric hunting strategies in the Crowsnest Pass, Alberta. Canadian Journal of Archaeology 9(2):109-129.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
904,DjPq-2,5205,4925,Component 1,"component 1, 1979 excavation",NA,Radiocarbon years BP,49.583333,-114.75,"Brumley and Rushworth, 1983","Driver, 1985","Ronaghan, et al. 1982",Faunmap 4064,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
905,DjPq-2,507,286,NA,NA,Component 2,Radiocarbon years BP,49.583333,-114.75,"Ronaghan, B., A. Landals, and G. Langeman. 1982. Final report, conservation excavations at DjPq-2, a stratified camp site in the upper Crowsnest Pass. Heritage Conservation Branch, Victoria, British Columbia, Canada.","Brumley, J.H., and C.A. Rushworth. 1983. A summary and appraisal of Alberta radiocarbon dates. Pages 142-160 in D. Burley, editor. Archaeology in Alberta 1982. Archaeological Survey of Alberta Occasional Paper 21. Alberta Culture and Multiculturalism Historical Resources Division, Edmonton, Alberta, Canada.","Driver, J.C. 1985. Prehistoric hunting strategies in the Crowsnest Pass, Alberta. Canadian Journal of Archaeology 9(2):109-129.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
906,DjPv-14,738,358,NA,butchered bison bone,NA,Radiocarbon years BP,49.55,-115.625,"Roll and Hackenberger, 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
907,DkOu-13,685,565,NA,within cairn 2,NA,Radiocarbon years BP,49.75,-111.416667,"Brumley and Dau, 1988","Harington, 2003: 454",Faunmap 3921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
908,DkOu-15,54,53,NA,"fragments from a partial bison skeleton, 15-20 cm depth",NA,Radiocarbon years BP,49.75,-111.416667,"Wilson, 1983c","Brumley and Dau, 1988","Harington, 2003: 459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
